"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Selective Reverse Engineering Strategy:The Strategy of Choice to Enhance the Science and Technology Innovation Ability of Our Nation","https://scispace.com/paper/selective-reverse-engineering-strategy-the-strategy-of-8hrhrtxydjxj","","","","WANG Bao-yi
ZHANG Bao-sheng","10.3969/j.issn.1003-2053.2006.06.029","","Based on the analysis of the traditional reverse engineering,the paper puts forward the reverse engineering theory that reverse engineering is a means to learn the advanced and applies it in enterprise or policy management.After analyzing the science and technology innovation system of our state,the text puts forward the strategy of selective reverse engineering based on the new RE theory.That is to take different measures combining forward engineering with reverse engineering according to the different characteristic and practical facts in different fields,industry and enterprises.",""
"Reverse Engineering Technology Research of Software Development Based on MDA","https://scispace.com/paper/reverse-engineering-technology-research-of-software-clhwxvba8go5","","","","YU Zai-wen
XIE Qiang
DING Qiu-lin","10.3969/j.issn.1672-1616.2007.21.011","","In view of the question such as inefficiency and poor reusability in the current reverse engineering software development,it presents a method of software development reverse engineering based on model-driven architecture.It builds the framework of this method,illustrates the transform method of the model.The application shows that the method is highly efficient and has a good versatility.","This study proposes a reverse engineering method for software development based on Model-Driven Architecture (MDA), addressing inefficiencies and poor reusability, and presents a framework and transformation method, demonstrating high efficiency and versatility in its application."
"Research on the reverse engineering usage by russian industrial companies","https://scispace.com/paper/research-on-the-reverse-engineering-usage-by-russian-1mvgxco9cygq","2024","Journal Article","Human Progress","К.А. Рубанова","10.34709/im.1101.3","","Промышленные компании, применяя имитационные стратегии, используют разработки конкурентов для создания собственных продуктов. Накопленная таким образом база знаний позволяет компаниям осуществлять собственные разработки и стимулирует инновационную деятельность. Обратный инжиниринг, являясь основным способом проведения имитационной стратегии, используется российскими промышленными компаниями для решения, как правило, определенных производственных задач, без оценки влияния на инновационную деятельность. Настоящее исследование направлено на изучение комплексного влияния обратного инжиниринга на деятельность российских промышленных компаний. Учитывая результаты исследований на иностранных рынках, автором выдвигаются гипотезы о положительном влиянии обратного инжиниринга на исследовательскую деятельность компаний и на результативность их деятельности в целом. Проведенное автором анкетирование и интервью с российскими промышленными компаниями позволили подтвердить гипотезы, что описано в данной статье. В ходе исследования были также выдвинуты предположения о ключевых факторах, влияющих на принятие решения компаниями о проведении обратного инжиниринга, и эффектов, наблюдаемых компаниями при его проведении. Дополнительное исследование позволило выявить значимые факторы использования стратегии обратного инжиниринга и подтвердить наличие предполагаемых эффектов среди российских промышленных компаний. Using imitation strategies industrial companies use the competitors’ developments to create their own products. Accumulated knowledge base allows companies to carry out their own developments and stimulates innovation. Reverse engineering, being the main method of implementing a simulation strategy, is used by Russian industrial companies to solve, as a rule, certain production problems, without assessing the impact on innovation activities. This study is aimed at studying the complex reverse engineering impact on the Russian industrial companies’ activities. Taking into account the results of research in foreign markets, the author puts forward hypotheses about the positive reverse engineering impact on the companies’ research activities and on their activities effectiveness in general. The conducted survey and interviews with Russian industrial companies made it possible to confirm the hypotheses. The study also suggested key factors influencing companies’ decision to undertake reverse engineering and the observed effects by companies when undertaking it. Additional research made it possible to identify significant factors in the reverse engineering strategies usage and confirm the presence of the expected effects among Russian industrial companies. ","Russian industrial companies use reverse engineering to solve production problems, but its impact on innovation activities is unclear. This study investigates the complex effects of reverse engineering on Russian industrial companies, confirming its positive impact on research activities and overall effectiveness."
"Estratégias tecnológicas em transformação: um estudo da indústria farmacêutica brasileira Changing technology strategies: a study of brazilian pharmaceutical industry","https://scispace.com/paper/estrategias-tecnologicas-em-transformacao-um-estudo-da-1o5cimty7k","2012","","","Maria Clara
Bottino Gonçalves Santos
Marcelo Pinho","","","The aim of this research is to analyze the extension of changes in technological strategies of a group of Brazilian pharmaceutical companies, which we believe were induced by transformations in the institutional environment during the 1990s. Major institutional changes, such as the enacting of laws that recognized drug patents rights and fostered generic drugs market, have strengthened the market insertion and competitive position of these companies, what would enable an increase in research and development efforts in Brazil. In addition to the literature on technology strategy and drug industry, this study was based on interviews with six Brazilian pharmaceutical companies, all of which were ranked among the top national companies in the industry and have been considered in previous studies particularly active in the process of changing technological strategies. This research confirmed a significant intensification of technology efforts carried out by Brazilian drug companies. Nevertheless, the RD e ii) a identificacao na literatura setorial de casos que sugeriam inflexao nas estrategias tecnologicas. A pesquisa confirmou que as empresas estudadas passaram por uma significativa intensificacao do esforco tecnologico, o que nao impede que, relativamente ao padrao de concorrencia vigente em escala internacional, esses esforcos continuem a ser em media pequenos e tenham impactos modestos. Palavras-chave: Estrategia tecnologica. Industria farmaceutica. Laboratorios nacionais. Inovacao. Lei de Patentes. Lei do Medicamento Generico.","Palavras-chave et al. as discussed by the authors analyzed the extension of changes in technological strategies of a group of Brazilian pharmaceutical companies, which they believe were induced by transformations in the institutional environment during the 1990s."
"When one door closes, another door opens … for some: Evidence from the post‐TRIPS Indian pharmaceutical industry","https://scispace.com/paper/when-one-door-closes-another-door-opens-for-some-evidence-1b15ivlaap","2020","Journal Article","Strategic Management Journal","Shinjinee Chattopadhyay
Janet Bercovitz","10.1002/SMJ.3140","","Research Summary Firms' strategy choices are contextually dependent, yet internally delimited. A radical shift in institutional context forces firms to reevaluate the desirability and suitability of current strategies and assess the potential of new strategic opportunities. From 1970 to 1995, the Indian pharmaceutical industry operated under a process‐focused intellectual property regime and enjoyed legal protection to reverse engineer brand name drugs. In 1995, this protection ended with the introduction of the trade‐related aspects of intellectual property rights (TRIPS) Act. We examine the innovation response of Indian pharmaceutical firms in light of this regime shift focusing on the underlying internal factors influencing firms' strategic choices. We find that the scope and balance of firms' knowledge bases, which set capabilities and influence decision framing, dictate firms' innovative response. We further document how firms' strategic choices contribute to firm financial performance and the reshaping of the Indian pharmaceutical industry. Managerial Summary From 1970 to 1995, the Indian pharmaceutical industry operated under a process‐focused intellectual property regime and enjoyed legal protection to reverse engineer brand name drugs. Following TRIPS in 1995, the intellectual property regime in India became stronger, with product patent enforcement being recognized. Indian pharmaceutical firms had to make strategic choices on the kind of innovation they would pursue under this new IP regime. This article shows that having broad and nonspecialized knowledge assets allowed firms to pursue the most novel innovation and engage in new product development. Having T‐shaped assets, that is, broad knowledge scope yet narrowly focused knowledge expertise, allowed firms to pursue process‐based innovation in areas close to their existing areas of expertise but not necessarily engage in new product development. The findings of this article shed light on what kind of knowledge base and workforce allows firms to adjust to technological and contextual changes.","Light is shed on what kind of knowledge base and workforce allows firms to adjust to technological and contextual changes and shows that having broad and nonspecialized knowledge assets allowed firms to pursue the most novel innovation and engage in new product development."
"The vulnerability of technical secrets to reverse engineering : implications for company policy","https://scispace.com/paper/the-vulnerability-of-technical-secrets-to-reverse-4nbhc2rvzn","2008","Dissertation","","Cenkhan Kodak","","","In this thesis I will explore the controversial topic of reverse engineering, illustrating with case examples drawn from the data storage industry. I will explore intellectual property rights issues including, users' fair-use provisions that permit reverse engineering. I will also explore the nature of the practice via several types of analyses including: the costs and benefits of reverse engineering; the practical limitations of reverse engineering; and a layered approach to reverse engineering as it applies to complex systems. I will conclude with a discussion of innovation and its relationship to reverse engineering Thesis Supervisor: Eric von Hippel Title: Professor, Management of Innovation and Entrepreneurship, Sloan School of Management, MIT","In this article, the authors explore the controversial topic of reverse engineering, illustrating with case examples drawn from the data storage industry, and explore intellectual property rights issues including, users' fair-use provisions that permit reverse engineering."
"Reverse engineering as a driver to enhance productivity and technological capability of manufacturing firms in developing countries: a literature review","https://scispace.com/paper/reverse-engineering-as-a-driver-to-enhance-productivity-and-2czyrgy6","2022","Journal Article","International Journal of Technological Learning, Innovation and Development","","10.1504/ijtlid.2022.125686","","This research deals with the role of reverse engineering (RE) in enhancing productivity (product quality and processing time improvements) and technological capability (TC). Using a systematic reviewing approach, the authors investigated and raised novel debating concepts, i.e., the controversy between advocates and opponents concerning the role of RE and the legality issues. The review process revealed the absence of a holistic definition that can address the state-of-the-art, and the impact of Intellectual Property Rights (IPRs) to adopt RE practice. The researchers believe that the new definition of RE is helpful to understand the comprehensive role of the practice and to fill the knowledge gap by convincing opponents about RE not as theft but as a driver to transfer knowledge and technology. The research also recommends how the bottlenecks on the legality issues can be resolved through the revision of IPRs from the context of developing countries (DCs). ","In this article , the role of reverse engineering (RE) in enhancing productivity (product quality and processing time improvements) and technological capability (TC) was investigated and raised novel debating concepts, i.e., the controversy between advocates and opponents concerning RE and the legality issues."
"Technology uncertainty and technology sourcing: case study of biopharmaceuticals in China","https://scispace.com/paper/technology-uncertainty-and-technology-sourcing-case-study-of-31crw52hnv","2014","Journal Article","International Journal of Business Innovation and Research","Yunzhen Shi
Hao Hu
Yitao Wang","10.1504/IJBIR.2014.064614","","The aim of this paper is to investigate how Chinese pharmaceutical companies facing technology uncertainty of biopharmaceutical make their decisions of technology sourcing. Through case study of seven representative biopharmaceuticals in China, three types of technology sourcing are identified: type A: Sourcing from internal; type B: Sourcing from internal and external cooperation; type C: Sourcing from external. These three types reflect consistent dynamics between starting point and entry model. Moreover, it demonstrates the impact of technology uncertainty on technology sourcing.","Wang et al. as mentioned in this paper investigated how Chinese pharmaceutical companies facing technology uncertainty of biopharmaceutical make their decisions of technology sourcing, and demonstrated the impact of technology uncertainty on technology sourcing."
"Architectural Lock-in of the Drug Development Process","https://scispace.com/paper/architectural-lock-in-of-the-drug-development-process-fae7o8e12k","2014","Posted Content","Research Papers in Economics","Mats Engwall
Jonatan Freilich","","","The theory of technological evolution and organizational lock-in are based on an empirical foundation where technology is manifested in a tangible product. However, in industries producing chemicals, services, art, health care, or complex product systems, the technological design of the product has limit explanatory power for understanding technological evolution. Anchored in a case study from the pharmaceutical industry, this paper addresses the significance of the technologies and architecture of the R&D process in order to understand dynamics of innovation and technological evolution in such industries. The case shows how the technology and design of the process architecture shape the content of pharmaceutical R&D, enabling and hindering necessary knowledge creation for product innovation.","In this paper, a case study from the pharmaceutical industry is presented to understand the significance of the technologies and architecture of the R&D process in order to understand dynamics of innovation and technological evolution in such industries."
"Reverse engineering: a European IPR perspective","https://scispace.com/paper/reverse-engineering-a-european-ipr-perspective-1zpwn556tm","2016","Proceedings Article","ACM Symposium on Applied Computing","Paolo Ciancarini
Daniel Russo
Alberto Sillitti
Giancarlo Succi","10.1145/2851613.2851790","","Even if reverse engineering is a well known and deeply investigated activity in software engineering, little research has been performed from an Intellectual Propriety Rights (IPRs) perspective. In this paper, we analyze some cases of reverse engineering in a IPR perspective; in particular, we survey the behavior of the major European court about reverse engineering. Apparently, legal fora have little attention for copyright infringements regarding reverse engineering. The major contribution of this work is an analysis case by case of the European Court of Justice (ECJ). The ECJ looks very permissive regarding reverse engineering, since ""principles,"" or ""ideas,"" are not copyrightable by themselves. In particular we discuss the impact of a recent and relevant ECJ ruling.","This paper surveys the behavior of the major European court about reverse engineering, and discusses the impact of a recent and relevant ECJ ruling."
"Agile: Open Innovation to Revolutionize Pharmaceutical Strategy","https://scispace.com/paper/agile-open-innovation-to-revolutionize-pharmaceutical-4ulrp6jsda","2016","Journal Article","Imperial journal of interdisciplinary research","Ankit Lodha","","","Pharmaceutical and software development programs have major similarity. They are highly multifaceted, rely on multidisciplinary functions and usually take longer development cycle with big budget portfolios.  In addition, they are often judged based on the quality factors such as reliability, safety, value, capability efficiency and compliance [5]. Both software and drug development teams aims to produce compliant, efficacious, safe, effective, and commercially viable products, they take very different approaches to development, with pharma using the “waterfall” approach, and software, agile approaches [11].  This paper reviews current approaches in software development, and asks whether they might prove useful in drug development.","Current approaches in software development are reviewed, and whether they might prove useful in drug development is asked."
"Is US Patent Policy Strong Enough to Withstand the Winds of Change: A Study of the Need to Change United States Patent Policy","https://scispace.com/paper/is-us-patent-policy-strong-enough-to-withstand-the-winds-of-2qfytpcmac","2015","Journal Article","","Kent R Acheson","10.19080/OMCIJ.2015.01.555551","https://scispace.com/pdf/is-us-patent-policy-strong-enough-to-withstand-the-winds-of-2qfytpcmac.pdf","The purpose of this case study was to learn how US patent policy requirements differ for the Software and Pharmaceutical Industries, specifically if United States Patent Policy adequately protects intellectual property rights [1] for two divergent industries while still encouraging research and development (R & D) investment sufficient to increase profits and innovation. Data for this study consisted of 38 witness testimonies delivered to US Congress between the years 2005 and 2010 by experts representing the two industries of interest: pharmaceutical and software. Key findings from the data analysis of these 38 testimonies revealed both within industry differences and between industry differences in patent law protection. Within industry differences showed variance based on size of the company and the degree to which they relied on their own R & D. Between industry differences reflected divergent ‘products’ with Pharmaceutical Industries needing long-term protection to recover R & D expenditures that include expenses for human trials research to proceed from patent application to market. Software industry, on the other hand, uses follow-on innovation of others to continue technological advancement by constantly improving upon existing software. The data show that these two industries use patent policy protection in different ways for different reasons. This information will enable Policymakers to develop another form of product protection in lieu of the current patent law to better meet the needs of these two industries rather than try to modify the existing law.","In this paper, a case study was conducted to learn how US patent policy requirements differ for the Software and Pharmaceutical Industries, specifically if United States Patent Policy adequately protects intellectual property rights for two divergent industries while still encouraging research and development (R& D) investment sufficient to increase profits and innovation."
"Eulogy for copying: reverse engineering of anti-retrovirals for HIV/Aids in Brazilian pharmaceutical laboratories.","https://scispace.com/paper/eulogy-for-copying-reverse-engineering-of-anti-retrovirals-yrlywnf9udix","","","","maurice cassier
marilena cordeiro dias villela correa","10.3917/sss.273.0077","","The Brazilian programme for combating the Aids epidemic, based on universal access to treatment and on the local production of generic drugs, closely combines public health policy and pharmaceutical companies' industrial policies. Using the window opened by the non-patentable status of pharmaceutical products in that country before 1996, Brazilian pharmaceutical laboratories in both the public and private sectors reverse engineered anti-retrovirals (ARV) that were patented elsewhere but could legally be copied for the domestic market. Whereas the leading international laboratories generally consider the copying of drugs to be a ""waste of resources"", the reverse engineering of molecules as complex as ARVs has led to the creation of local knowledge by Brazilian chemists. It has also enhanced the research and development (R&D) capabilities of the pharmaceutical laboratories engaged in this economy. Based on the questions and methods of sociology of science and innovation, the article examines the production, circulation and conditions of duplication of knowledge in laboratories. It sets the work of reproducing knowledge and technology in the context of intellectual property rights on drugs.","Brazilian pharmaceutical labs reverse-engineered non-patentable anti-retrovirals, creating local knowledge and enhancing R&D capabilities, challenging the notion that copying drugs is a ""waste of resources"" and highlighting the intersection of public health and industrial policies."
"Vulnerability Analysis of Intellectual Property Rights Using Reverse Engineering: Based on Software D","https://scispace.com/paper/vulnerability-analysis-of-intellectual-property-rights-using-2xscvq0vbu","2021","Book Chapter","Innovative Mobile and Internet Services in Ubiquitous Computing","Wontae Jung
Kangbin Yim
Kyungroul Lee","10.1007/978-3-030-79728-7_50","","To protect software piracy, software manufacturers use protective technologies such as license authentication. Despite this, attackers use software illegally by neutralizing the license authentication techniques by reverse engineering. We analyze the vulnerabilities of the software D’s license authentication techniques to find the underlying problems inherent in its existing protection techniques. The analysis reveals the code for license authentication in software D and can bypass license authentication by modifying the authentication result value or code flow. Moreover, this software provides license types such as single-user, family, educational, and corporate, and we demonstrated that all types of licenses were neutralized. In conclusion, addressing the fundamental vulnerabilities of the software D’s license authentication technology can improve the security of its license authentication technology, which is considered more robust in protecting the intellectual property rights of software.","Wang et al. as mentioned in this paper analyzed the vulnerabilities of the software D's license authentication techniques to find the underlying problems inherent in its existing protection techniques, revealing the code for license authentication in software D and can bypass license authentication by modifying the authentication result value or code flow."
"Commercialization of traditional knowledge based technologies by small entrepreneurs: an exploration of strategic and policy options","https://scispace.com/paper/commercialization-of-traditional-knowledge-based-3d8fws7s0j","2003","Posted Content","Research Papers in Economics","Dheeraj Awasthy
Rakesh Basant
Vivek Gupta","","https://scispace.com/pdf/commercialization-of-traditional-knowledge-based-3d8fws7s0j.pdf","The paper is based on the case study of an entrepreneur who has invested his career in developing a new product based on traditional knowledge. Using this case we highlight the issues faced by a small entrepreneur in the commercialization of traditional knowledge based technologies in pharmaceuticals industry. The framework developed by Teece is used to analyze the strategic options available to the entrepreneur in a weak appropriability regime. We also analyze a hypothetical scenario of strategic options available to the entrepreneur if the appropriability regime was strong. Since traditional knowledge based entrepreneurial activities have significant scope in India, it is important to explore the policy and strategic options that are available to us. In the context of the case study, the concluding part of the paper reviews these options and the associated implications for the holders of traditional knowledge.","In this paper, a case study of an entrepreneur who has invested his career in developing a new product based on traditional knowledge is presented, where the authors highlight the issues faced by a small entrepreneur in the commercialization of traditional knowledge based technologies in pharmaceuticals industry."
"Modernization of High-Tech Products with Strategic-Risk Assessment","https://scispace.com/paper/modernization-of-high-tech-products-with-strategic-risk-1pmt19w0cb","2020","Journal Article","Russian Engineering Research","A. A. Burdina
N. V. Moskvicheva
S. S. Burdin","10.3103/S1068798X20120308","","Attention focuses here on assessment of the economic efficiency of product modernization in high-tech sectors in the light of technological progress. The utility of strategic-risk analysis is verified in that context. A method is proposed for assessing the effectiveness of product modernization. Tools are developed for determining the strategic risk of product modernization in high-tech sectors.","In this paper, the economic efficiency of product modernization in high-tech sectors in the light of technological progress is evaluated. And the utility of strategic risk analysis is verified in that context."
"A engenharia reversa de software no brasil: uma análise sobre a sua viabilidade legal","https://scispace.com/paper/a-engenharia-reversa-de-software-no-brasil-uma-analise-sobre-23sktbc50s","2014","Journal Article","Cadernos de Prospecção","Luca Schirru","10.9771/S.CPROSP.2014.007.035","https://scispace.com/pdf/a-engenharia-reversa-de-software-no-brasil-uma-analise-sobre-23sktbc50s.pdf","Para alcancar uma posicao competitiva no mercado de softwares, atualmente dominado pelas grandes multinacionais, as empresas nacionais e novas empresas precisam desenvolver softwares capazes de oferecer produtos e servicos com qualidades capazes de influenciar a escolha do consumidor no momento da aquisicao de um programa de computador ou na contratacao de um determinado servico. Nesse ponto, a engenharia reversa de programas de computador pode se configurar como uma importante ferramenta no desenvolvimento de programas competitivos e disponibilizados a um preco acessivel. Entretanto, a pratica de Engenharia Reversa em programas de computador encontra um cenario de inseguranca juridica na legislacao especifica sobre programas de computador que, apos a assinatura do Acordo TRIPS pelo Brasil, nao abordou de maneira expressa tal pratica. O presente trabalho tem, portanto, como objetivo a caracterizacao da pratica da engenharia reversa de software e a verificacao da legislacao nacional aplicavel sobre essa importante fonte de inovacao.","A pratica de Engenharia Reversa em programas de computador encontra um cenario de inseguranca juridica na legislacao especifica sobre programas of computador that, apos a assinatura do Acordo TRIPS pelo Brasil, nao abordou de maneira expressa tal praticA as mentioned in this paper."
"Secure mechanical design and manufacturing: Preventing IP theft via cybersecurity","https://scispace.com/paper/secure-mechanical-design-and-manufacturing-preventing-ip-fryvnsd4s80b","2025","Repository","","","10.5281/zenodo.16932269","","The impending threat of Intellectual Property (IP) in design and manufacturing from mechanical engineering is increasingly furthering concerns on using digitized production and globalized supply chains. In conjunction with the greater adoption of CAD, PLM, and AM, the risk now is greater with respect to cyberattacks, unauthorized access, and industrial espionage. The paper analyzes certain cybersecurity challenges in mechanical engineering, like: secure design, encrypted manufacturing workflows, and best practices for preventing IP theft. It analyzes the threats ranging from cyberattacks on the CAD, engineering files, weaknesses in the supply chain, reverse engineering, and insider threats. The paper puts forward security frameworks, encryption schemes, blockchain-based authentication, and ZTA to protect the design and production data. In addition, the case studies from the aerospace, automotive, and industrial automation domains showcase the real incidents of IP theft and countermeasures used to curb access to such practices. Finally, the paper towards the end introduces the developments in the future of cybersecurity concerning mechanical engineering, centering on the role of AI-enabled real-time suspicious behavior detection and secure cloud collaboration platforms. Providing robust cybersecurity ensures that manufacturers will be able to protect their proprietary designs while retaining competitiveness and mechanical systems' immunity to cyber threats. ",""
"Barriers to Adopting Reverse Engineering","https://scispace.com/paper/barriers-to-adopting-reverse-engineering-2l8zuy70ui","2008","Book Chapter","","Kiran Jude Fernandez","10.1007/978-1-84628-856-2_11","","This chapter presents a study of the barriers to adopting reverse engineering technology. Previous literature suggests that various factors play a role in adopting technology; however, there is little research into the factors affecting the adoption of RE technology in particular. This chapter investigates the forms of barriers that affect the adoption of RE technology in manufacturing firms. A three-phase factor analysis approach (FAA) is used to investigate these “critical” factors.","In this article, a three-phase factor analysis approach was used to investigate the barriers to the adoption of reverse engineering technology in manufacturing firms, and the results showed that these barriers played a role in the adoption process."
"Selective Reverse Engineering and Independent Innovation Integration","https://scispace.com/paper/selective-reverse-engineering-and-independent-innovation-7474laz9fsif","","","","WANG Baoyi
ZHANG Baosheng","10.3969/j.issn.1002-0241.2006.04.017","","Based on the analysis of the traditional reverse engineering (RE), the paper puts forward the reverse engineering theory in which reverse engineering is a means to learn the advanced knowledge and to apply it to enterprise or policy management. After analyzing the science and technology innovation system of China, the paper suggests the strategy of selective reverse engineering based on the new RE theory, which is to take different measures to integrate forward engineering with reverse engineering according to the different characteristic and practical facts in different fields, industry and enterprises.","This paper proposes a new reverse engineering theory, integrating selective reverse engineering with independent innovation, to learn advanced knowledge and apply it to enterprise or policy management, tailored to China's science and technology innovation system."
"Trading off revealing and appropriating in drug discovery: the role of trusted intermediaries.","https://scispace.com/paper/trading-off-revealing-and-appropriating-in-drug-discovery-11k9ll9c3z","2009","Journal Article","","Markus Perkmann","10.5465/AMBPP.2009.44261588","","By revealing proprietary information, firms can encourage follow-on innovation. However, there is also a risk related to lack of appropriability. In this paper, I present an inductive study of an i...","In this paper, an inductive study of an i.i.d. system is presented, where the authors present a risk related to lack of appropriability of proprietary information."
"Study on Reverse Engineering Stratagem and Enhancing Independent Innovation Ability of China","https://scispace.com/paper/study-on-reverse-engineering-stratagem-and-enhancing-m0gwxp9xok14","","","","ZHU Min
XUE Yao-wen
MENG Zhao-sen
WANG Xue-jun
DENG Xue-cheng","10.3969/j.issn.1002-9753.2005.06.003","","Science and technology innovation ability, independent innovation ability in particular, is the crucial factor of national core competence. Implement forward engineering, improve independence RD ability with self-innovation are important approaches to enhance independence innovation ability, and so as to implement reverse engineering with imitating innovation. Reverse engineering stratagem are not only implementing reverse engineering, but also establishing in the complex stratagem of reverse and forward engineering on the basis of technology obtaining ability, especially focusing on the innovation of acquired technology. Reverse engineering promoting forward engineering and forward engineering driving reverse engineering are keystones of reverse engineering implementation, and also the practical choice for China to enhance independence innovation ability.","This study explores the reverse engineering stratagem to enhance China's independent innovation ability, focusing on the complex interplay between reverse and forward engineering, and its potential to drive innovation and national core competence."
"Globalisation, migration and knowledge transfer: the reconfiguration of R&D capability in Indian pharmaceutical firms","https://scispace.com/paper/globalisation-migration-and-knowledge-transfer-the-3q93hcxcer","2010","Book Chapter","","Dinar Kale
Stephen Little","","","The Indian pharmaceutical industry represents a successful case of indigenous self-reliant development. Over the last three decades the Indian industry, working under weak patent laws, used reverse engineering skills to develop capabilities in process R&D and generics drug development. With the signing of the TRIPS agreement Indian firms faced a stronger regulatory environment which restricted the application of imitative R&D. This change in regulation accelerated development of innovative R&D capabilities in the Indian pharmaceutical firms. Building on process R&D capabilities Indian firms entered the generics market in advanced regions such as Europe and US. Indian firms started their subsidiaries in Europe and US and acquired firms in these countries. From 1995 Indian pharma firms began investing in the development of capabilities in new drug development and new drug delivery systems R&D. Major Indian firms have filed patents for new chemical entities and signed licensing deals with large MNC pharmaceutical firms. Indian firms hired Indian scientists educated or working overseas in multinational pharmaceutical R&D to acquire capabilities in innovative R&D. These scientists played a key role in development of R&D capabilities in Indian firms by bridging knowledge gaps in pharmaceutical R&D. However transfer of knowledge by hiring scientists is a complex process. For Indian firms differences between working cultures of Indian and western firms and importantly differences between the requirements of Indian firms and the skill sets of returnees have hampered effective diffusion of knowledge. Indian firms have responded to these issues by adopting global R&D management practices.","The Indian pharmaceutical industry represents a successful case of indigenous self-reliant development as discussed by the authors, and over the last three decades the Indian industry used reverse engineering skills to develop capabilities in process R&D and generics drug development."
"Latecomer firms’ technological learning strategies for creative imitation: evidence from the Korean pharmaceutical industry","https://scispace.com/paper/latecomer-firms-technological-learning-strategies-for-3emnohhh","2023","Journal Article","Technology Analysis & Strategic Management","Byungjun Min
Jaeyong Song
Chuyue Jin","10.1080/09537325.2023.2214638","","This paper examines how accumulated internal R&D investment and foreign technology in-licensing experience independently and interactively affect creative imitation by latecomer firms. Based on the data of 61 listed Korean pharmaceutical firms over 19 years (1999 ∼ 2017), we showed that either accumulated internal R&D investment or foreign technology in-licensing experience has a positive impact on the development of creative imitation by latecomer firms. However, we found that a simultaneous increase in accumulated internal R&D investment and foreign technology in-licensing experience leads to less creative imitation outcomes, implying the existence of an internal tension between these two learning modes. ","In this paper , the authors examined how accumulated internal R&D investment and foreign technology in-licensing experience independently and interactively affect creative imitation by latecomer firms, and they found that a simultaneous increase in accumulated internal investment and in-lensing experience leads to less creative imitation outcomes, implying the existence of an internal tension between these two learning modes."
"Practical Aspects of Employing Antireverse Engineering","https://scispace.com/paper/practical-aspects-of-employing-antireverse-engineering-40m8ayki3o","2020","Journal Article","IT Professional","James Bret Michael","10.1109/MITP.2019.2944110","","& A TENSION EXISTS between transparency and protecting the confidentiality of the inner workings of electronic systems. The acquirer of the electronic system may desire or be required to perform its own assurance of the system’s fitness for use, requiring access to those innards. For example, the acquirer may need to ensure that the electronic system is interoperable with the acquirer’s other systems (e.g., semantic interoperability among heterogeneous Internet of Things devices). This might require detailed knowledge of the electronic system’s application programming interfaces or system-specific network protocols. As another example, the acquirer may be required by a regulatory authority to determine whether the electronic system can be used safely in particular context of use, necessitating the collection of information about the system for use in hazard analyses. On theotherhand, theprovider of the electronic system must weigh the risk of exposing some or all of its intellectual property associated with the electronic system to scrutiny by external parties; intellectual property is a valuable asset that needs to be protected from misappropriation and misuse such as bills of materials, designs, and proprietary processes. For example, thedesignof thefinite state machine controller for a robotic surgery tool may be left undocumented andhidden from the acquirer because the provider believes that there is no legitimate reason an acquirer would need to know that level of detail about such an integral and commercially valuable part of the system. Operating at either end of the spectrum—full or no transparency—does not serve the acquirer or provider well: Both parties have a vested interest in managing the risk associated with the electronic system. Striking a balance means the acquirer and provider both accept some, but not necessarily the same, level of risk. Finding a balance is not easy given that the cardinality between provider and acquirer is usually one-to-many. It is unlikely that all of the potential acquirers of the electronic system will have the same level of risk aversity. It would also behappenstance that theprovider had the same level of trust in all of the actual and potential acquirers (i.e., its customer base). An additional level of complexity arises when the electronic system consists of components integrated from two or more providers: The system integrators and component providers should come to consensus regarding risk assumption. In addition, there may not be a middle ground. An acquirer may be intent on misappropriating Digital Object Identifier 10.1109/MITP.2019.2944110","A tension exists between transparency and protecting the confidentiality of the inner workings of electronic systems, and striking a balance means the acquirer and provider both accept some, but not necessarily the same, level of risk."
"The Collaborative Development of Reverse Engineering,Technology Innovation and Intellectual Property Protection","https://scispace.com/paper/the-collaborative-development-of-reverse-engineering-xgah9ns1jlfm","","","","HE Jing-sheng
WANG Xue-li","10.3969/j.issn.1001-8409.2006.03.025","","The reverse engineering is the critical path of technological learning.There are some conflicts between reverse engineering and intellectual property protection.Technology innovation can resolve their conflicts and integrate them to collaborate.Simultaneously the collaboration promotes the development of technology innovation.To establish innovation-driven and cooperation-competition mechanism of is the key to promote the collaborative development of reverse engineering,technology innovation and intellectual property.","Reverse engineering is a critical path for technological learning, but conflicts arise with intellectual property protection; technology innovation resolves these conflicts, promoting collaboration and driving innovation through cooperation-competition mechanisms."
