"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Case for Disclosure of Biologics Manufacturing Information","https://scispace.com/paper/the-case-for-disclosure-of-biologics-manufacturing-5d4mg0ltig","2019","Journal Article","Journal of Law Medicine & Ethics","Yaniv Heled","10.1177/1073110519898043","","Ten years after the enactment of the Biologics Price Competition and Innovation Act (BPCIA), competition in biologics markets remains scant and far from sufficient for lowering prices of biologics to the level of 80-90% price drops seen in generic drug markets. This reality is not a result of one or two cardinal reasons, but many. If lowering the price of biologics is the goal and competition is the means by which we seek to achieve that goal, then there does not seem to be a quick fix to address all of the many impediments to competition that plague biologics markets. Yet, certain changes to how the Food and Drug Administration (FDA) evaluates and approves biologics may go a long way toward the creation of meaningful competition in biologics markets. One such change would be making original biologics' manufacturing information available to follow-on manufacturers. As recognized by several commentators, access to biologics manufacturing information is key to increasing competition in biologics markets. Without access to such information, making follow-on biologics is difficult and expensive, if not outright impossible. This is expected to be especially true for the highly anticipated class of interchangeable biologics, none of which has been approved by the FDA to date. Yet, it has long been the position of the brand-name pharmaceutical industry (Industry) that biologics manufacturing information is proprietary and, thus, may not be shared. Congress has subscribed to the Industry's position, prohibiting the FDA from disclosing regulatory filings submitted by developers of original biologics, including manufacturing information, to third parties. That prohibition not only undermines competition in biologics markets, but is also wasteful, potentially unethical, and poses unnecessary risks to the health and safety of patients. This article makes the case for FDA sharing of original biologics manufacturing information with follow-on biologics developers. It is informed by the similar legal and commercial circumstances in the area of pesticides and the regulatory regime established by Congress in the Federal Insecticide, Fungicide and Rodenticide Act (FIFRA), which is administered by the Environmental Protection Agency (EPA). The article reviews the FIFRA regime, including its upholding as constitutional by the United States Supreme Court, and then examines its applicability to the area of biologics. The article concludes with a proposal for a similar regime to be incorporated into the pathway for approval of follow-on biologics as a means of increasing competition in biologics markets.","The article makes the case for FDA sharing of original biologics manufacturing information with follow-onBiologics developers and proposes a similar regime to be incorporated into the pathway for approval of follow- on biologicics as a means of increasing competition in biologic markets."
"The Constitutional Protection of Trade Secrets and Patents Under the Biologics Price Competition and Innovation Act of 2009","https://scispace.com/paper/the-constitutional-protection-of-trade-secrets-and-patents-4yi1vd2x1z","2011","Posted Content","Social Science Research Network","Richard A. Epstein
Richard A. Epstein
Richard A. Epstein","","","The Biologics Price Competition and Innovation Act of 2009 (“Biosimilars Act”) 1 is for the field of pharmaceutical products the single most important legislative development since passage of the Drug Price Competition and Patent Term Restoration Act of 1984 (“Hatch-Waxman Act”),2 on which portions of the Biosimilars Act are clearly patterned. Congress revised section 351 of the Public Health Service Act (PHSA) to create a pathway for FDA approval of “biosimilar” biological products. Each biosimilar applicant is required to cite in its application a “reference product” that was approved on the basis of a full application containing testing data and manufacturing information, which is owned and was submitted by another company and much of which constitutes trade secret information subject to constitutional protection. Because the Biosimilars Act authorizes biosimilar applicants to cite these previously approved applications, the implementation of the new legislative scheme raises critical issues under the Fifth Amendment of the Constitution, pursuant to which private property - trade secrets included - may not be taken for public use, without “just compensation.” FDA must confront those issues as it implements the scheme set out in the Biosimilars Act. This article will discuss these issues, after providing a brief overview of the Biosimilars Act and a more detailed examination of the law of trade secrets.","Because the Biosimilars Act authorizes biosimilar applicants to cite previously approved applications, the implementation of the new legislative scheme raises critical issues under the Fifth Amendment of the Constitution, pursuant to which private property--trade secrets included--may not be taken for public use, without ""just compensation."""
"Trade Secret Protection and Firms’ Internal Transparency","https://scispace.com/paper/trade-secret-protection-and-firms-internal-transparency-2x093pfmz4","2021","Journal Article","Social Science Research Network","Ionela Andreicovici
Sara Bormann
Katharina Hombach","10.2139/SSRN.3881395","","We examine the effects of trade secret protection laws on firms’ internal transparency. By internal transparency, we refer to the extent to which information is integrated, distributed, and shared within the firm. We argue that stronger trade secret protection reduces firms’ proprietary costs of information leakage and thus incentivizes firms to increase their internal transparency. To test our prediction, we construct a novel proxy of firms’ internal transparency based on the share of sites integrated into its enterprise system and exploit the staggered adoption of trade secret protection laws via the Uniform Trade Secrets Act. We find that stronger trade secret protection increases firms’ internal transparency, and that the effect is stronger (weaker) for firms with more pronounced proprietary costs (coordination benefits). In supplemental tests, we distinguish our proxy from information security as well as general software investments and refute alternative explanations that trade secret protection laws affect internal transparency primarily via other channels such as firms’ innovation incentives, external reporting incentives, or reduced financial constraints. Taken together, our results enhance our understanding of the economic forces shaping firms’ internal information environment.","In this article, the authors examine the effects of trade secret protection laws on firms' internal transparency and find that stronger trade secret protections reduce firms' proprietary costs of information leakage and thus incentivize firms to increase their internal transparency."
"The Effects of Proprietary Information on Corporate Disclosure and Transparency: Evidence from Trade Secrets","https://scispace.com/paper/the-effects-of-proprietary-information-on-corporate-37cgxe2r4m","2018","Journal Article","Social Science Research Network","Stephen Glaeser","10.2139/SSRN.2957734","https://scispace.com/pdf/the-effects-of-proprietary-information-on-corporate-37cgxe2r4m.pdf","I examine the effects of proprietary information on corporate transparency and voluntary disclosure. To do so, I develop and validate two measures of firms’ reliance on trade secrecy: one based on 10-K disclosures and one based on subsequent litigation outcomes. I complement these measures by using the staggered passage of the Uniform Trade Secrets Act as a shock to trade secrecy. I find that firms that begin to rely more heavily on trade secrecy substitute increased voluntary disclosure of nonproprietary information for decreased disclosure of proprietary information. The total effect of trade secrecy is a decrease in corporate transparency.","In this article, the authors examine the effects of proprietary information on corporate transparency and voluntary disclosure and find that firms that begin to rely more heavily on trade secrecy substitute increased voluntary disclosure of non-proprietary information for decreased disclosure of private information."
"The protection of regulatory data in pharmaceutical and other sectors","https://scispace.com/paper/the-protection-of-regulatory-data-in-pharmaceutical-and-3t147nyi5q","2000","Book","","Trevor M. Cook","","","Narrative: the legal regimes in Europe, the US, Australia, New Zealand and the rest of the world. Appendices: legislation and case law.","The legal regimes in Europe, the US, Australia, New Zealand and the rest of the world can be classified into four categories: legal regimes, legal regimes and case law."
"Decision and Implementation of Proper Intellectual Property Protection for Biopharmaceuticals Company","https://scispace.com/paper/decision-and-implementation-of-proper-intellectual-property-hrxyw0e0b23k","","","","谢建平","10.3969/j.issn.1671-8135.2003.03.020","","以专利为主的知识产权是生物技术和现代生物医药公司竞争优势的基础.必需结合公司的长远战略目标和目前实际,遵循成本效益原则,通盘考虑知识产权保护方式.以技术平台、药物、生物信息学软件发明等为例,介绍了商业秘密、专利和防御性出版等三种保护方式及其决策程序以及实施方案.",""
"A New Prescription to Balance Secrecy and Disclosure in Drug-Approval Processes","https://scispace.com/paper/a-new-prescription-to-balance-secrecy-and-disclosure-in-drug-bj7mzjpxqr20","","","","Gerrit Beckhaus","10.36646/mjlr.46.1.new","","To obtain approval to market a drug, a manufacturer must disclose significant amounts of research data to the government agency that oversees the approval process. The data often include information that could help advance scientific progress, and are therefore of great value. But current laws in both the United States and Europe give secrecy great weight. This Article proposes an obligatory sealed-bid auction of the sensitive information based on the experience with similar auctions in mergers and acquisitions, to balance manufacturers' interest in secrecy and the public interest in disclosure.","A new prescription proposes an obligatory sealed-bid auction to balance secrecy and disclosure in drug-approval processes, leveraging experience from mergers and acquisitions to weigh manufacturers' interests against public interest in research data."
"Cyberbiosecurity in Advanced Manufacturing Models.","https://scispace.com/paper/cyberbiosecurity-in-advanced-manufacturing-models-4y06sycvq5","2019","Journal Article","Frontiers in Bioengineering and Biotechnology","Donovan Guttieres
Shannon Stewart
Jacqueline Wolfrum
Stacy L. Springs","10.3389/FBIOE.2019.00210","https://scispace.com/pdf/cyberbiosecurity-in-advanced-manufacturing-models-4y06sycvq5.pdf","Cybersecurity for the production of safe and effective biopharmaceuticals requires the attention of multiple stakeholders, including industry, governments, and healthcare providers. Cyberbiosecurity breaches could directly impact patients, from compromised data privacy to disruptions in production that jeopardize global pandemic response. Maintaining cybersecurity in the modern economy, where advanced manufacturing technologies and digital strategies are becoming the norm, is a significant challenge. Here, we highlight vulnerabilities in present and future biomanufacturing paradigms given the dependence of this industry sector on proprietary intellectual property, cyber-physical systems, and government-regulated production environments, as well as movement toward advanced manufacturing models. Specifically, we (1) present an analysis of digital information flow in a typical biopharmaceutical manufacturing value chain; (2) consider the potential cyberbiosecurity risks that might emerge from advanced manufacturing models such as continuous and distributed systems; and (3) provide recommendations for risk mitigation. While advanced manufacturing models hold the potential for reducing costs and increasing access to more personalized therapies, the evolving landscape of the biopharmaceutical enterprise has led to growing concerns over potential cyber attacks. Gaining better foresight on potential risks is key for implementing proactive defensive principles, framing new developments, and establishing a permanent security culture that adapts to new challenges while maintaining the transparency required for regulated production of safe and effective medicines.","An analysis of digital information flow in a typical biopharmaceutical manufacturing value chain is presented and the potential cyberbiosecurity risks that might emerge from advanced manufacturing models such as continuous and distributed systems are considered."
"Wissensschutz in der Produktion","https://scispace.com/paper/wissensschutz-in-der-produktion-cyeeln95us","2012","Journal Article","","Günther Schuh
Markus Wellensiek
Matthias Kreimeier
Johannes Schubert","10.3139/104.110820","","Kurzfassung Wahrend zum Schutz von Produkten in den letzten Jahren viele Masnahmen entwickelt und auch etabliert werden konnten, besteht weiterhin eine grose Gefahr des Abflusses von Wissen in der Produktion. Haufig wird diesen Risiken durch die Unternehmen nur eine untergeordnete Bedeutung beigemessen, obwohl dies das eigene fertigungstechnische Know-how betrifft. Das Spektrum von unternehmensspezifischen Schutzmasnahmen in der Produktion ist sehr vielfaltig und kann sowohl bei Produktionsverlagerungen (z. B. nach China) als auch an bestehenden Standorten angewendet werden. Zum wirksamen Schutz bedarf es eines systematischen Vorgehens zur Identifikation von kritischen Schadensszenarien sowie der methodisch unterstutzten Entwicklung und Auswahl individueller Schutzmasnahmen.","In this article, a systematischen Vorgehens zur Identifikation von kritischen Schadensszenarien sowie der methodisch unterstutzten Entwicklung und Auswahl individueller Schutzmasnahmen are discussed."
"Protecting Trade Secrets: Legal Challenges and Liabilities for Organizations","https://scispace.com/paper/protecting-trade-secrets-legal-challenges-and-liabilities-14v3jlnh2k","2017","","","William M. Fitzpatrick
Samuel A. DiLullo","","","Trade secret misappropriation or theft has been estimated to cost U.S. business firms $300 billion annually. Current/former employees and value chain partners have been identified as the primary culprits in this industrial espionage activity. Many corporate security protocols have been suggested as methods for attenuating this theft and protecting organizational trade secrets. However, many of these methodologies can serve to create significant legal challenges and liabilities for organizations choosing to implement them. This paper seeks to both document these legal issues and assist corporations in better balancing corporate security with the requirements of privacy, contract, labor and trade secret laws.","In this article, the authors document the legal issues and assist corporations in better balancing corporate security with the requirements of privacy, contract, labor and trade secret laws, and provide guidance to organizations."
"Trade Secret Protection of Traditional Chinese Medicine Technology in the New Era: Internal Logic, Realistic Dilemma and Optimization Path","https://scispace.com/paper/trade-secret-protection-of-traditional-chinese-medicine-nhpgi9yrjh5w","2025","Journal Article","Lex localis","Ting Wang
Hui Deng","10.52152/800078","","Abstract: In the process of patenting traditional Chinese medicine (TCM) technology, the patent system has gradually deviated from its original purpose and philosophy of TCM. This has resulted in a majority of TCM technical information being protected as trade secrets in practice, rather than through patents. Protecting TCM technical information as trade secrets can be highly appropriate. However, due to the need for technological innovation and protecting public interest, there is an inherent conflict between information disclosure and confidentiality in trade secret protection of TCM technology. Moreover, when TCM technical information that was originally a trade secret gets reclassified as a state secret, the boundaries between private and public rights become blurred. The space for private rights protection gets encroached upon as public law protection becomes more generalized, leading to issues of rent-seeking behavior. To address these problems and find an optimal approach to protecting TCM technology trade secrets, several measures can be taken: 1) Adhere to the principle of balancing stakeholder interests 2) Reasonably divide the scope of TCM technical information disclosure based on different disclosure needs and purposes 3) Use various means to clarify the boundaries between trade secrets and state secrets in TCM 4) Limit the scope of TCM state secret protection to improve accuracy in determining TCM state secrets and curb the trend of over-generalizing state secret protection in TCM. ","This study examines the trade secret protection of traditional Chinese medicine technology, highlighting the conflict between information disclosure and confidentiality, and proposes measures to balance stakeholder interests and clarify boundaries between trade secrets and state secrets."
"Method and system for protection of trade secrets","https://scispace.com/paper/method-and-system-for-protection-of-trade-secrets-4ywnv4vtaw","2001","Patent","","R. Mark Halligan
Richard Weyand","","","Methods and system for protection of Trade Secrets are disclosed see Figure 1. The data related to the six factors of a trade secret as set forth in Section 757 of the First Restatement of Torts is stored, see (Mass Storage Device), the stored data is analyzed by the system, see (Accounting Digital Computer) and viewed, see (User Interface Device).","In this article, the data related to the six factors of a trade secret as set forth in Section 757 of the First Restatement of Torts is stored, see (Mass Storage Device), the stored data is analyzed by the system and viewed by the user interface device."
"Product and Process Innovation in the Development Cycle of Biopharmaceuticals","https://scispace.com/paper/product-and-process-innovation-in-the-development-cycle-of-20f5a0zmms","2015","Journal Article","Journal of Pharmaceutical Innovation","Su Young Lim
Minsuk Suh","10.1007/S12247-015-9214-9","","The biopharmaceutical market has shown continuous growth under the intensive focus of the pharmaceutical industry. The processes for R&D and production of biopharmaceuticals are significantly more complex compared to those associated with small-molecule drugs. The complex structures of protein molecules make achieving successful development while meeting quality requirements challenging. We aimed to elucidate differences in patterns of product and process innovations between the biopharmaceutical and chemical-based pharmaceutical industries. We tracked, categorized, and compared patented pharmaceutical and biopharmaceutical technologies along development cycles using International Patent Classification (IPC) codes. Our analyses illustrate patterns of product and process innovations in the biopharmaceutical industry and show how they differ from those of the chemical pharmaceutical industry. Our study builds on the latest research on innovation theories to provide empirical evidence that demonstrates reshaping of innovation processes through utilization of scientific knowledge.","This study builds on the latest research on innovation theories to provide empirical evidence that demonstrates reshaping of innovation processes through utilization of scientific knowledge in the biopharmaceutical industry."
"Should I Keep a Secret? The Effects of Trade Secret Protection Procedures on Employees' Obligations to Protect Trade Secrets","https://scispace.com/paper/should-i-keep-a-secret-the-effects-of-trade-secret-10nb0d7bm8","2005","Journal Article","Organization Science","David R. Hannah","10.1287/ORSC.1040.0113","","Organizations' trade secrets (which can be chemical formulae, recipes, customer files, machinery designs, or many other types of information) are often valuable, enduring sources of competitive advantage. In this study, the influence of organizations' formal efforts to protect trade secrets on employees' beliefs about their obligations to protect those secrets was investigated. Quantitative and qualitative data were gathered by means of survey interviews with 111 employees of two high-tech organizations. Employees' obligations were influenced by their levels of familiarity with, and their perceptions of the enforcement of, two types of trade secret protection procedures (TSPPs): trade secret access restriction procedures (ARs) and trade secret handling procedures (HPs). Employees' levels of familiarity with ARs were negatively related to their felt obligations to protect trade secrets, but the opposite was true for HPs: Employees' levels of familiarity with HPs were positively related to the obligations they felt to protect trade secrets. For both types of TSPPs, the relationship between familiarity and felt obligations was moderated by employees' perceptions of the degree to which the TSPPs were enforced.","For both types of trade secret protection procedures, the relationship between familiarity and felt obligations was moderated by employees' perceptions of the degree to which the TSPPs were enforced."
"Are trade secrets delaying biosimilars","https://scispace.com/paper/are-trade-secrets-delaying-biosimilars-4oxu8446s5","2015","Journal Article","Science","W. Nicholson Price
Arti K. Rai","10.1126/SCIENCE.AAB1684","https://science.sciencemag.org/content/sci/348/6231/188.full.pdf","On 6 March 2015, the United States Food and Drug Administration (FDA) approved, under the Biologics Price Competition and Innovation Act (BPCIA), a biosimilar of filgrastim (Neupogen), for treating chemotherapy-caused neutropenia ( 1 ). Although this action represents a step toward cheaper medical treatments, it masks systemic problems. Not only has it taken 5 years since the BPCIA's passage ( 2 ), but economists estimate that even by 2020, biosimilar competition will reduce consumer prices only modestly ( 3 ). Why will price competition be so lacking? One key reason is the barrier to competitive entry created by trade secrecy in biologics manufacturing.","It is estimated that even by 2020, biosimilar competition will reduce consumer prices only modestly, and one key reason is the barrier to competitive entry created by trade secrecy in biologics manufacturing."
"Protecting Innovation Through Patents and Trade Secrets: Evidence for Firms with a Single Innovation","https://scispace.com/paper/protecting-innovation-through-patents-and-trade-secrets-4a6y0j5it9","2019","Journal Article","International Journal of The Economics of Business","Dirk Crass
Francisco Garcia Valero
Francesco Pitton
Christian Rammer","10.1080/13571516.2019.1553291","","This paper analyzes the use and effectiveness of patents and trade secrets designed to protect innovation. While previous studies have usually considered patents and trade secrets as substitutes fo...","In this paper, the use and effectiveness of patents and trade secrets designed to protect innovation is analyzed and compared with the use of patent applications as substitutes for trade secrets for patent applications."
"Pharmaceutical “New Prior Knowledge”: Twenty-First Century Assurance of Therapeutic Equivalence","https://scispace.com/paper/pharmaceutical-new-prior-knowledge-twenty-first-century-2r6chvjjju","2019","Journal Article","Aaps Pharmscitech","Ajaz S. Hussain
Vadim J. Gurvich
Kenneth R. Morris","10.1208/S12249-019-1347-6","https://scispace.com/pdf/pharmaceutical-new-prior-knowledge-twenty-first-century-2r6chvjjju.pdf","Facilitating utility of prior knowledge to accelerate evidence-based new drug development is a focus of several communities of knowledge, such as clinical pharmacology. For example, progress has been made via modeling and simulation of pharmacokinetic and pharmacodynamic relationships in the more effective use of “End of Phase 2” regulatory meetings for a New Drug Application (NDA). Facilitating utility of prior “Chemistry, Manufacturing, and Controls” (CMC) knowledge to accelerate new drug development and regulatory review process is also a topic of significant interest. This paper focuses on facilitating the utility of prior pharmaceutical formulation knowledge to accelerate drug product development and regulatory review of generic and biosimilar products. This knowledge is described as New Prior Knowledge (NPK) because research is often needed to fill ontological (i.e., the domain of connectivity between concepts and phenomena), epistemological (i.e., distinguishing knowledge or justified belief from the opinion), and methodological gaps in information derived a decade or so ago. The corporate economic advantages of such knowledge are derived, in part, when significant portions remain a trade secret. The proposed NPK seeks to generate knowledge about critical aspects of pharmaceutical quality and failure modes to place it in the public domain and to facilitate accelerated and more confident development and regulatory review of generic products. The paradoxical combination of “new” and “prior knowledge” is chosen deliberately to highlight both a distinction from proprietary and trade secret information and to acknowledge certain historical dogmas inherent in the current practices. Considerations for operationalizing NPK are also summarized.","The proposed NPK seeks to generate knowledge about critical aspects of pharmaceutical quality and failure modes to place it in the public domain and to facilitate accelerated and more confident development and regulatory review of generic products."
"Secreto Industrial y Cooperación Público-privada en I+D en el Sector Biofarmacéutico Argentino Secrecy and Science-industry R&D Cooperation in Argentine Biopharmaceutical Sector","https://scispace.com/paper/secreto-industrial-y-cooperacion-publico-privada-en-i-d-en-4fbvz6j93b","2013","","","Vladimiro Verre
Darío Milesi
Natalia Petelski","","","El articulo presenta un estudio sobre el uso del secreto industrial en firmas biofarmaceuticas argentinas que innovan mediante la cooperacion publico-privada. Cuando la innovacion se obtiene cooperando con fuentes externas y publicas de conocimiento, para la empresa aumenta el riesgo de que conocimientos criticos se filtren a potenciales competidores, debilitando la eficacia del secreto industrial. Para indagar sobre este aspecto, se han efectuado estudios de casos sobre firmas cuyos proyectos de innovacion son realizados en cooperacion con instituciones publicas de I+D. Los resultados obtenidos indican que las caracteristicas especificas que asume la cooperacion generan diferentes posibilidades a las firmas para enfrentar dichos riesgos, adaptar su estrategia de apropiacion y proteger los conocimientos generados.","In this article, the authors present an estudio sobre el uso del secreto industrial en firmas bio-farmaceuticas argentinas that innovan mediante la cooperación publico-privada."
"Manufacturing Process Innovation in the Pharmaceutical Industry","https://scispace.com/paper/manufacturing-process-innovation-in-the-pharmaceutical-2biwxk6c","2022","Journal Article","M&som-manufacturing & Service Operations Management","","10.1287/msom.2021.1035","","Problem definition: Process innovation is commonly claimed to be a major source of competitive advantage for firms. Despite this perceived influence, it has received substantially less attention than product innovation, and much uncertainty remains about its true association with firm performance. We investigate the relationship between a pharmaceutical firm’s portfolio of manufacturing process innovations and its economic performance. Academic/practical relevance: We uniquely conduct a multidimensional evaluation of a firm’s portfolio of manufacturing process innovations at the product level. This allows a quantitative evaluation of both the relative benefit of the different dimensions of a portfolio as well as the potential complementarities between these in different technological landscapes. Methodology: Through a collaboration with expert patent attorneys, we develop a unique longitudinal data set that combines secondary data and evaluations of a firm’s portfolio of process patents along two key dimensions: novelty and scope. We conduct econometric analyses for a large-scale sample of active pharmaceutical ingredients (APIs) whose product patents have expired and for which process innovation is thus the main source of competitive advantage. Results: We find a positive association between the presence of manufacturing process innovation and firm performance. However, although portfolio’s scope appears to always be beneficial to performance, the effect of novelty alone depends on the ruggedness of the technological landscape: negative in smoother landscapes and positive in more rugged landscapes. Results further suggest that novelty and scope of a portfolio of process innovations are complementary across technological landscapes. Managerial implications: Our results provide important practical insights that can inform the organization and execution of the research and development process across high-technology industries. In particular, although process innovations can be economically beneficial, investing in high-novelty process innovations without a corresponding high scope could jeopardize payoffs, especially in technological landscapes that are relatively smooth. ","In this article , the authors investigate the relationship between a pharmaceutical firm's portfolio of manufacturing process innovations and its economic performance, and they find a positive association between the presence of process innovation and firm performance."
"Review of Legal Protection Process of Clinical and Laboratory Information in the Law of Iran, the European ::union:: and the United States of America","https://scispace.com/paper/review-of-legal-protection-process-of-clinical-and-i0ihd5gw72","2018","Journal Article","The Iranian Journal of Medical Law","Homayoun Mafi
Farhad Shadman","","","One of the most important new evidence of intellectual property that had always plenty of differences behind it regarding the protection or nonprotection is the new medicine laboratory information that is presented to the competent state authority for consideration and registry. The original purpose of intellectual property is to protect all property that derives from human intellectual leaking. The medicine laboratory information or the same information concerning the quality, security and effectiveness of medicines is a new intellectual property group that whose protection in recent decades has been considered by the legal scholars. This group of Intellectual property is the valuable information that is the result of round the clock efforts of pharmacy area specialists in the laboratories and are deposited in the hands of registration authority until after obtaining the quality, security and effectiveness to acquire marketing and production. Although there are differences regarding the principle of protection of this information, but the prevailing and accepted view is to protect these new intellectual properties. However, those who accepted the principle of protection have different views on the type of applicable protection system to laboratory information. Some accepted the system of trade secrets, some accepted the system of illegal competition and some others accepted the special protection system. The present article believes in protection in the framework of special","In this paper, the authors proposed a framework of special protection for medicine laboratory information in the framework of trade secrets, illegal competition, and special protection system to protect these new intellectual properties."
"Spill Your (Trade) Secrets: Knowledge Networks as Innovation Drivers","https://scispace.com/paper/spill-your-trade-secrets-knowledge-networks-as-innovation-4bs7s3z2es","2017","Journal Article","Notre Dame Law Review","Laura G. Pedraza-Farina","","https://scispace.com/pdf/spill-your-trade-secrets-knowledge-networks-as-innovation-4bs7s3z2es.pdf","Theories of intellectual property take the individual inventor or the firm as the unit of innovation. But studies in economic sociology show that in complex fields where knowledge is rapidly advancing and widely dispersed among different firms, the locus of innovation is neither an individual nor a single firm. Rather, innovative ideas originate in the informal networks of learning and collaboration that cut across firms. 
Understanding innovation in this subset of industries as emerging out of networks of informal information-sharing across firms challenges traditional utilitarian theories of trade secret law — which assume trade secret protection is needed to prevent excessive private, self-help efforts to preserve secrecy. Doctrinally, knowledge network research suggests that the scope of trade secret protection in these industries should be narrow. In these industries, strong trade secret rights that grant managers tight control over employee-inventors’ informal information-sharing practices are bad innovation policy. Rather, optimizing trade secret law requires tailoring the strength of protection to match industry characteristics, narrowing trade secret scope in those industries where informal information-sharing networks play a prominent role. In turn, because industry types tend to cluster around geographic centers, the importance of tailoring cautions against current trends towards uniformity by federalizing trade secret law and favors state experimentalism in designing trade secret law and policy.","In this article, the authors show that in complex fields where knowledge is rapidly advancing and widely dispersed among different firms, the locus of innovation is neither an individual nor a single firm."
"The trade secrets protection in U.S. and in Europe: a comparative study","https://scispace.com/paper/the-trade-secrets-protection-in-u-s-and-in-europe-a-19ervri6yk","2017","Journal Article","","Chiara Gaido","10.18601/16571959.N24.06","https://scispace.com/pdf/the-trade-secrets-protection-in-u-s-and-in-europe-a-19ervri6yk.pdf","Only by deeply understanding the new laws that govern trade secrets protection in the United States and Europe, companies will be able to effectively protect their own trade secrets. The purpose of this paper is to highlight the similarities and differences between both regulations to give useful guidelines to international companies who deal in both geographical areas. Therefore, the paper will focus first on the economic value of trade secrets and the costs related to cybercrime and cyberespionage. Then, it will analyze the US and EU historical legal backgrounds that brought to the adoption of both laws. Finally, this article will make a comparative analysis of the provisions in each law. Hence, the paper makes potential suggestions for companies that deal in both regimes.","In this paper, the authors highlight the similarities and differences between both regulations to give useful guidelines to international companies who deal in both geographical areas, focusing first on the economic value of trade secrets and the costs related to cybercrime and cyberespionage."
"Limited Patent Disclosure","https://scispace.com/paper/limited-patent-disclosure-4w263q1tre","2019","Journal Article","Social Science Research Network","Diana Heger
Alexandra K. Zaby
Katharina Zaby","10.2139/SSRN.3314108","","Patent law requires the full, clear, and concise disclosure of an invention in exchange for the protection of the intellectual property. Nevertheless, patent disclosure is limited. This paper presents empirical evidence as well as a theoretical approach investigating the strategic motives to limit disclosure via patents. Empirical evidence suggests that firms limit patent disclosure to avoid imitation, and further that limited disclosure increases the probability of patent rejection / prolonged pendency / invalidation in case of litigation. The theoretical model identifies insufficient patent examination quality as crucial for the profitability of limited patent disclosure.","In this paper, the authors present empirical evidence as well as a theoretical approach investigating the strategic reasons to limit disclosure via patents and show that firms limit patent disclosure to avoid imitation, and further that limited disclosure increases the probability of patent rejection / prolonged pendency / invalidation in case of litigation."
"Dynamics of global disclosure through patent and journal publications for biopharmaceutical products","https://scispace.com/paper/dynamics-of-global-disclosure-through-patent-and-journal-hp6jakak82","2009","Journal Article","Nature Biotechnology","Harry Thangaraj
Craig J. van Dolleweerd
Edward G. Mcgowan
Julian K.-C. Ma","10.1038/NBT0709-614","https://scispace.com/pdf/dynamics-of-global-disclosure-through-patent-and-journal-hp6jakak82.pdf","Examining the relationships between invention disclosure type in industry and academia and geographical disclosure trends, using plant-made pharmaceuticals as a single-sector model for the biopharmaceutical industry.","Examining the relationships between invention disclosure type in industry and academia and geographical disclosure trends, using plant-made pharmaceuticals as a single-sector model for the biopharmaceutical industry."
"Trade Secrets Protection in Digital Environment: A Global Perspective","https://scispace.com/paper/trade-secrets-protection-in-digital-environment-a-global-374i0w5uu5","2012","Journal Article","International Journal of Economics and Management Sciences","Ranjeet Kumar
Ramesh Chandra Tripathi
M. D. Tiwari","","","Trade secrets arising out of research and development activities in industries belong to the industry financing and providing other supports to its research and development activities. The infringements of the secret information of the companies and research labs are punishable under the Laws of protection of Intellectual Property Rights (IPR’s). Article 39 of Trade Related Aspects of Intellectual Properties (TRIPs) agreement of World Trade Organization (WTO) explicitly recognises the significance of “protection of undisclosed information through the System developed as another category of IPR –the Trade Secrets.” The present paper reviews choice of trade secrets protections vis-a-vis the patent protection. It then reviews the current status of trade secrets protection as per TRIPs, the possible misappropriations/ violations particularly in digital environments along with status of trade secret protection in selected countries including India whereof typical example court cases are cited. Other country reviewed is USA wherein the appropriate 6 factor test is used to determine whether information is trade secret or not? Status of this IPR is also outlined in UK, Brazil, Japan, China and Korea etc based on which specific recommendations are made for useful exploitation of the trade secrets in the corporate sector, small and medium enterprises and research and development laboratories.","In this article, the authors reviewed the current status of trade secrets protection as per TRIPs, the possible misappropriations/ violations particularly in digital environments along with status of the trade secret protection in selected countries including India whereof typical example court cases are cited."
"Legal Protection of Trade Secrets over the Potential Disposal of Trade Secrets Under the Re-Engineering Precautions","https://scispace.com/paper/legal-protection-of-trade-secrets-over-the-potential-101zjzf0","2022","Journal Article","Jurnal Ilmiah Kebijakan Hukum","Faizal Kurniawan
Moch. Marsa Taufiqurrohman
Xavier Nugraha","10.30641/kebijakan.2022.v16.267-282","https://ejournal.balitbangham.go.id/index.php/kebijakan/article/download/2550/pdf","The Indonesian Trade Secrets Law Number 30/2000 (ITS Law) postulates exemptions for acts that are not considered infringements to protect trade secrets. One of them is the reverse engineering of other people’s trade secrets. The problem is that the ITS Law does not limit the extent to which reverse engineering can be justified. The absence of these limitations also allows attempts to disclose trade secrets under the pretext of reverse engineering. This problem ultimately results in the absence of legal certainty for the protection against trade secret disclosure, which is the sole responsibility of the trade secret owner. This article aims to re-analyze the protection provided by the ITS Law and examine the extent to which the limitations on reverse engineering can be justified in the ITS Law. This article used normative juridical research methods combined with statutory, conceptual, and case approaches. It revealed a paradox in the protection of trade secrets against the possibility of trade secret disclosure. This article concluded that changes are necessary to the ITS Law, specifically by adjusting to the basic principles of IPR protection, limiting the extent to which the reverse engineering of other people’s trade secrets can be justified, and adding a “Good Faith” clause in performing reverse engineering actions.","In this paper , the authors re-analyze the protection provided by the Indonesian Trade Secrets Law and examine the extent to which the limitations on reverse-engineering can be justified in the ITS Law."
