"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Do Innovative Firms Rely on Big Secrets? An Analysis of IP Protection Strategies with the CIS 4 Survey","https://scispace.com/paper/do-innovative-firms-rely-on-big-secrets-an-analysis-of-ip-4mm1n3xvrd","2010","Journal Article","Social Science Research Network","Serge Pajak","10.2139/SSRN.1538980","","We investigate whether secrecy is used to protect small or large innovations using the French part of the 2004 Community Innovation Survey 4, which contains a large section dedicated to the use of IP protection instruments by the surveyed firms. While the patent system's aim is that firms apply to patent their innovations, especially the most important ones, Anton and Yao (2004) argue that large innovation will rather be protected by secrecy because of the legal uncertainty surrounding IP rights. In line with the predictions of their model, our bivariate probit analysis show that, in the intermediate goods industry, the behavior of patenting is reversed compared to the benchmark, i.e. smaller innovations are patented while secrecy is used to protect large ones. For very innovative small firms, the share of innovative sales in total sales has a negative effect on patent application. Our findings support the view that many innovative firms regard patent-filing as, in fact, no more secure than secrecy, which therefore limits the diffusion of knowledge.","In this article, the authors investigate whether secrecy is used to protect small or large innovations using the French part of the 2004 Community Innovation Survey 4, which contains a large section dedicated to the use of IP protection instruments by the surveyed firms."
"Intellectual Fortress: Mastering IP Law Strategies","https://scispace.com/paper/intellectual-fortress-mastering-ip-law-strategies-1ecrcwf9pw","2024","Book Chapter","","Murali Krishna Pasupuleti","10.62311/nesx/97898","","Abstract: In an era marked by rapid technological advancements and increasingly competitive global markets, intellectual property (IP) has emerged as a critical asset for businesses and individuals alike. The ability to effectively navigate IP law is not merely advantageous—it's essential for protecting innovations, maintaining competitive advantage, and fostering sustainable growth. ""Intellectual Fortress: Mastering IP Law Strategies"" provides a comprehensive guide to understanding and implementing effective IP strategies. This chapter begins by laying the foundational knowledge of IP rights, including patents, copyrights, trademarks, and trade secrets. It then explores strategic IP planning, emphasizing the integration of IP considerations into overall business strategy and product development from the outset. Detailed guidance on patent strategy, copyright and trademark best practices, and the protection of trade secrets is provided to help readers build their Intellectual Fortress. The chapter also navigates through the complexities of IP portfolio management, enforcement and defense tactics, licensing, monetization opportunities, and common pitfalls to avoid. Real-world case studies highlight successful IP strategy implementations and landmark IP litigation, offering valuable lessons and insights. Looking forward, the chapter addresses emerging trends in IP law, such as the impact of blockchain technology and AI on IP management and protection. ""Intellectual Fortress: Mastering IP Law Strategies"" empowers readers with the knowledge and tools necessary to navigate the complexities of IP law, encouraging continuous learning and adaptation in the face of evolving legal and technological landscapes. Keywords/Index Terms: Intellectual Property (IP) Law,IP Strategies,Patent Strategy,Copyright and Trademarks,Trade Secrets,IP Portfolio Management,IP Enforcement and Defense,Licensing and Monetization,IP Litigation Case Studies,Emerging Trends in IP Law,Blockchain Technology and IP,Artificial Intelligence (AI) and IP,Global IP Protection,IP Audits and Open Innovation and IP. ","The book ""Intellectual Fortress: Mastering IP Law Strategies"" provides a comprehensive guide to navigating the complexities of IP law and implementing effective IP strategies to protect innovations and maintain competitive advantage."
"Deciding Between Patent or Trade Secret Protection","https://scispace.com/paper/deciding-between-patent-or-trade-secret-protection-xrjz70dtfi","2014","Book Chapter","","Gerald B. Halt
Robert Fesnak
John C. Donch
Amber R. Stiles","10.1007/978-1-4614-7912-3_8","","Many companies use both patents and trade secrets to protect inventions. However, since these two forms of protection are mutually exclusive in a fundamental regard (i.e., whether or not to disclose an invention), companies must often chose between the two forms of protection. Each has advantages over the other that should be carefully considered when forming the appropriate intellectual property strategy.","In this article, the authors use both patents and trade secrets to protect inventions and show that each has advantages over the other that should be carefully considered when forming the appropriate intellectual property strategy."
"Intellectual Property Protection and Financial Markets: Patenting versus Secrecy","https://scispace.com/paper/intellectual-property-protection-and-financial-markets-440555df20","2021","Journal Article","Review of Finance","Nishant Dass
Vikram K. Nanda
Haemin Dennis Park
Steven Chong Xiao","10.1093/ROF/RFAA033","https://scispace.com/pdf/intellectual-property-protection-and-financial-markets-440555df20.pdf","Firms rely on patenting and trade secrecy to protect their intellectual property. We study how changes in the trade-off between patenting and secrecy affect firms’ stock liquidity and financing outcomes. We show that an international trade agreement (TRIPS) that strengthened patent protection led to a 10.2% increase in patenting, accompanied by a 14.0%–27.1% improvement in stock liquidity for firms in patent-reliant industries. This in turn allows the affected firms to increase equity financing by 1.9% and reduce leverage by 5.9%. Our results suggest that policies that promote use of patenting over secrecy can reduce informational frictions in equity markets.","This article showed that an international trade agreement (TRIPS) that strengthened patent protection led to a 10.2% increase in patent protection accompanied by a 14.0% to 27.1% improvement in stock liquidity for firms in patent-reliant industries."
"Evidence-based IP research","https://scispace.com/paper/evidence-based-ip-research-5b3hd4d171","2023","Book Chapter","","Mateo Aboy
Louise C. Druedahl
Timo Minssen","10.4337/9781802206210.00013","","This chapter provides an overview of evidence-based IP research with a focus on empirical studies in patent law and trade secrets. Empirical IP studies complement other types of legal research to provide evidence-based findings and data-driven recommendations to help guide policy decisions aimed at improving the effectiveness of the IP system to achieve desirable social goals. The chapter introduces a typology to categorize empirical patent and trade secret studies based on their respective objectives, level of analysis, source data, and methodologies. In addition to addressing the various methodological aspects to consider when designing and conducting these types of empirical studies, the chapter presents selected examples from the biotech and pharmaceutical sectors to help illustrate the different types of empirical methodologies presented. Additionally, these examples illustrate (1) the types of research questions that can be studied by empirical means and the associated empirical results, and (2) the nature of the scholarly contributions. ","Evidence-based IP research focuses on empirical studies in patent law and trade secrets to provide evidence-based findings and data-driven recommendations. It complements other types of legal research and aims to improve the effectiveness of the IP system."
"Innovation and Intellectual Property: Strategic IP Management and Economics of Technology","https://scispace.com/paper/innovation-and-intellectual-property-strategic-ip-management-1sbqniitks","2012","Journal Article","Social Science Research Network","Marcus Holgersson","","","Innovations and technological developments have been recognized for their central importance for economic success and growth at least since the 1930s. Intellectual property (IP) and intellectual property rights (IPRs), such as patents, trade secret rights, and copyrights, have during more recent decades caught increasing attention, and, mainly due to various developments at macro level, IP has become an important source of competitive advantage at micro level in many industries. This has led to an increased importance of strategic IP management, and the related research field has been growing since the late 1990s. This thesis aims to contribute to this growing field, and the first purpose of this thesis is to explore and explain strategic and innovation related IP management practices, and the managerial and economic consequences of such practices. Apart from the growing importance of IP management in general, an increased focus on open and collaborative approaches for creating innovations has led to a need for new and adapted IP management skills. The second purpose of this thesis is therefore to develop managerial and economic frameworks, models, and tools to be used in the intersection between IP management and open innovation practices. These purposes are addressed in a cover paper and six appended research papers of theoretical/conceptual as well as of empirical nature, being based on interviews, questionnaires, patent statistics, and document studies.

In connection to the first purpose the results show that, while many small firms have problems with properly benefitting from the patent system, large firms have increasingly developed their IP strategies, especially their patent strategies. The purpose is then not only to appropriate monopolistic returns from innovations but also to govern various forms of open innovation. Large firms were found to in a first step increase their patenting (in terms of quantity), and in a second step focus more on selective, quality-oriented, and internationalized patenting. Additional results show that the internationalization leads to a convergence in managerial choices of output markets for patenting worldwide, in parallel with market and technology diversification. Further, a case from mobile telecommunications illustrates the role of IP management in the governance of open innovation systems. Finally, two cases from the automotive industry illustrate the IP-related problems that arise in connection to divestments and other types of disintegrations (‘IP disassembly problems’), and how IP management can mitigate them.

This leads to the second purpose, related to the development of models, tools, and frameworks for IP management in relation to open innovation. First, the thesis provides a conceptual framework of innovation openness, especially pinpointing the role of IPRs. This framework emphasizes three key dimensions of innovation openness: resource distribution, technology governance, and technology accessibility. Second, a framework for managing the IP disassembly problem is presented, enabling increased exit opportunities and decreased transaction costs. Third, a method for determining fair, reasonable, and non-discriminatory royalties in licensing collaborations is developed, applicable to multilateral licensing deals.

It stands clear that contemporary IP management is not (and has never been) only about maximizing excludability. Strategic IP management must therefore be developed and integrated with technology and corporate management in order to foster success at the micro level of firms, and thereby also at macro level. Developments in IP management skills (e.g., sourcing, control, commercialization, licensing, valuation, pricing) and IP contracts will then most likely lead to increased efficiency of interorganizational technological relationships and quasi-integrated organizational forms, and thereby also to increased innovativeness and economic development.","In this paper, the authors explore and explain strategic and innovation related IP management practices, and the managerial and economic consequences of such practices, which can be used in the intersection between IP management and open innovation practices."
"Protection of Trade Secret Ownership in Company: Survey in Phapros and Lombok Gandaria Foods Industry","https://scispace.com/paper/protection-of-trade-secret-ownership-in-company-survey-in-qscx8ehtnm","2019","Journal Article","Journal of Legal, Ethical and Regulatory Issues","Kholis Roisah
Putri Purbasari Raharningtyas","","https://scispace.com/pdf/protection-of-trade-secret-ownership-in-company-survey-in-qscx8ehtnm.pdf","Trade secrets representing the R&D, investment, creativity, and initiation of a company's business are a strategic asset of a company and a key factor for the company to maintain and develop its competitive advantage. The obligation to maintain confidentiality should always be pursued by the owner of trade secrets in order for legal protection of trade secret rights to remain. The objective of the study was to analyze the implementation of trade secret protection in Company of PT Phapros and PT Lombok Gandaria Food Industry and its research method was empirical juridical. The results of the research is that the implementation of trade secret protection in company shall be made through an employment agreement between the company and the employee during employee recruiting, for the incumbent personnel and the terminating employees. In addition to the employment agreement, the company also makes procedural policies to protect its trade secrets. The implementation of trade secret safeguards in PT Phapros and PT Lombok Gandaria is conducted through Particular Working Agreements (PKWT) and Non-Specific Time Working Agreements (PKWTT) that bind workers to keep company secrets of the company's trade secrets from the beginning worker’s work period until the rest of the life of the worker. The company regulation policy on access restrictions and security facilities are also carried out, but the implementation of the security facilities of PT Lombok is more comprehensive, while PT Phapros work agreement is more detail to regulate the obligations of the parties to keep the information confidential. The employment agreement and company rules are evidence that the trade secret owner has made reasonable efforts and also as evidence in court of the infringement of trade secret rights.","In this paper, the implementation of trade secret protection in company shall be made through an employment agreement between the company and the employee during employee recruiting, for the incumbent personnel and the terminating employees."
"Why are they hiding? Patent secrecy and patenting strategies","https://scispace.com/paper/why-are-they-hiding-patent-secrecy-and-patenting-strategies-1q8h0d7il6","2016","Journal Article","","Juliana Pavan Dornelles","10.5465/AMBPP.2016.14110ABSTRACT","","The enactment of the American Inventors Protect Act (AIPA), in November 29, 2000, gave to U.S. patent applicants the opportunity to opt for having their patent application secret up to grant or publishing 18 months after the earliest filing date. However, this choice poses patentees to a tradeoff: having the patent application secret up to grant require relinquishing foreign patent protection. Using a sample of patents applied for by publicly traded companies, between 2000 and 2009, we analyze what drives large companies’ decision to have a patent secret up to grant. Particularly, we investigate the effect of preemption or technological crowdedness, strategic use of in-house knowledge stock, and invention radicalness on the decision of opting out pre-grant publication. Our findings show that while technological crowdedness is negatively associated with pre-grant secrecy, in-house knowledge stock and radicalness are positively associated with the likelihood of a patent application being secret until grant.","In this article, the authors investigate the effect of technological crowdedness, strategic use of in-house knowledge stock, and invention radicalness on the decision of opting out of pre-grant publication."
"The patent portfolio for strategic R&D planning","https://scispace.com/paper/the-patent-portfolio-for-strategic-r-d-planning-3xn5nbfb0o","1997","Proceedings Article","International Conference Management Technology","H. Ernst","10.1109/PICMET.1997.653486","","Empirical research shows a discrepancy between the perceived importance and the actual level of information on competitor's R&D strategies. It is argued that patent information might be used to overcome this information deficit. However, empirical research further reveals that patent information is rarely used in strategic R&D planning. The authors pick up this issue and introduce a patent portfolio, which, as it is known from various technology portfolios, helps companies to manage the effective allocation of scarce R&D resources. Based on patent data from six German and Japanese mechanical engineering companies, the authors show the application of patent portfolios for strategic R&D planning purposes. The patent portfolio proves to be a very valuable tool for R&D decision makers. Based on the experiences made in the case study, recommendations for the effective use of patent portfolios are formulated.","In this article, the authors show the application of patent information for strategic R&D planning purposes, based on patent data from six German and Japanese mechanical engineering companies, and make recommendations for the effective use of patent portfolios."
"Why are They Hiding? Patent Secrecy and Patenting Strategies","https://scispace.com/paper/why-are-they-hiding-patent-secrecy-and-patenting-strategies-3f99i1r9m8","2016","Journal Article","Social Science Research Network","Juliana Pavan Dornelles","10.2139/SSRN.2802153","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2802153_code2060565.pdf?abstractid=2802153&mirid=1","The enactment of the American Inventors Protect Act (AIPA), in November 29, 2000, gave to U.S. patent applicants the opportunity to opt for having their patent application secret up to grant or publishing 18 months after the earliest filing date. However, this choice poses patentees to a tradeoff: having the patent application secret up to grant requires relinquishing foreign patent protection. Using a sample of patents applied for by publicly traded companies, between 2000 and 2009, I investigate what drives large companies’ decision to keep a patent secret up to grant. Particularly, this paper investigates the effect of preemption or technological crowdedness, strategic use of in-house knowledge stock, and invention radicalness on the decision of opting out of pre-grant publication. Results show a negative association between technological crowdedness and pre-grant secrecy, while radicalness is positively associated with the likelihood of a patent application being secret until grant. Regarding the use of in-house knowledge stock and the option of keeping a patent secret up to grant, this relation is moderated by technology characteristics.","In this article, the authors investigated the effect of technological crowdedness, strategic use of in-house knowledge stock, and invention radicalness on the decision of opting out of pre-grant publication."
"Trade Secrets v. Patents: The New Calculus","https://scispace.com/paper/trade-secrets-v-patents-the-new-calculus-49be6nnr28","2010","","","R. Mark Halligan","","","here are four types of intellectual property rights: patents, copyrights, trademarks, and trade secrets. Only two of these intellectual property rights protect information: patents and trade secrets. Patents protect information by dedicating the information to the public in return for a limited monopoly. Trade secrets protect information with independent competitive value derived from the secrecy of the information. The birth of every patent starts out as a trade secret. At the time of conception, the idea or information can only be protected by keeping it secret. However, a subsequent decision needs to be made to determine whether or not to convert the trade secret asset into a patent asset. The traditional approach is based on the NUN factors: novelty, usefulness, and nonobviousness. If the trade secret asset meets the patentability requirements, then the decision tree often dictates that the","The traditional approach is based on the NUN factors: novelty, usefulness, and nonobviousness, and if the trade secret asset meets the patentability requirements, then the decision tree often dictates that the"
"Intellectual Property Rights in the Corporate World","https://scispace.com/paper/intellectual-property-rights-in-the-corporate-world-1xdwpdqju3ws","2025","Repository","","Kartik Choudhary
Diksha Sethi","10.5281/zenodo.17506583","","In today’s globalized economy, Intellectual Property Rights (IPR) have become a central pillar of corporate strategy, innovation, and competitiveness. This paper examines the evolution, purpose, and significance of IPR, focusing primarily on patents and their influence within the corporate sector. It explores the historical progression of patent law, tracing its development from the early legal frameworks to the establishment of India’s Patent Act, 1970, and subsequent amendments aligning with international obligations under the TRIPS Agreement. The paper further elaborates on the procedural steps involved in obtaining a patent, emphasizing its role in safeguarding innovation, stimulating research, and supporting industrial development. Through detailed analysis, it highlights how patents have transitioned from mere legal protections to strategic business assets that drive revenue generation, strengthen corporate valuation, and foster collaboration and technological advancement. Moreover, the discussion underscores the impact of patents on economic growth, particularly in developing nations like India, where the balance between innovation and public interest remains crucial. Case studies such as Apple Inc. v. Samsung Electronics Co. demonstrate how patents function as both defensive and competitive tools in global markets. Overall, this study concludes that the effective management of patents not only secures intellectual assets but also enhances the economic and technological landscape, making them indispensable for modern corporate sustainability and progress. ",""
"Provisional Patent Application as a Real Option in the Patent-Secrecy Tradeoff","https://scispace.com/paper/provisional-patent-application-as-a-real-option-in-the-4vgyjci3br","2017","Journal Article","","Jiyoon Chung","10.5465/AMBPP.2017.12975ABSTRACT","","Little empirical research has explored how the real options lens can inform the way firms make decisions about IP strategy. This paper examines when firms obtain secrecy options in patenting. I pro...","In this paper, the authors examine when firms obtain secrecy options in patenting and examine how the real options lens can inform the way firms make decisions about IP strategy, showing that real options can inform IP strategy."
"TowardsStrategic Intellectual Property Management - Events Duringthe Development: Evidence fromBiotech SMEs","https://scispace.com/paper/towardsstrategic-intellectual-property-management-events-3ygix90zco","2006","","","Frank Tietze
Cornelius Herstatt","","","In theemergence ofapro-patent andintellectual capital erathemanagementofIntellectual Property (IP)is currently undergoing majorchanges. IPmanagementsystems arebecoming increasingly complex andstrategic inhandling an integrated portfolio ofIPRsandintellectual assets rather than just""administrating"" patents, trademarks andcopyrights as single, independent assets inanoperational management way. Ourpaperanalyses thedevelopment ofIPmanagement ina sample ofGermanandSwedish Dedicated Biotechnology Firms (DBFs) withthemainfocus onthefollowing tworesearch ques- tions: (1)Whichevents trigger thedevelopment towards amore strategically oriented IPmanagement? (2)Candistinctive stages beidentified andcharacterised inthedevelopment ofIPman- agementsystems? Theempirical partofourstudydrawspri- marily on12personal interviews withleading managersfrom sixlarger GermanandSwedish dedicated biotechnology firms (DBFs)with'rich experience' inIPmanagementthatwere founded between 1984and1997. Duringourstudy wefoundthatshifts towards anadvanced IPmanagementweretriggered bysingle crucial events(e.g. litigation) oran accumulated sum ofincremental events, of either internal orexternal nature. Uptofourdifferent stages of IPmanagement werefoundthroughout thedevelopment ofthe casecompanies, whilesixcriteria wereidentified thatcanbe applied tocharacterize anIPmanagement stage.","In this article, the development of IPmanagement in a sample of GermanandSwedish Dedicated Biotechnology Firms (DBFs) withthe main focus onthe following two search ques- tions: (1) Whichevents trigger the development towards amore strategically oriented IPmanagement? (2)Candistinctive stages beidentified andcharacterised intheredevelopment of IPman- agementsystems?"
"Investing in the Dragon: Managing the Patent versus Trade Secret Protection Decision for the Multinational Corporation in China","https://scispace.com/paper/investing-in-the-dragon-managing-the-patent-versus-trade-65h1m7ham5","2004","Journal Article","Tulsa Journal of Comparative and International Law","Robert Bejesky","","","This Article is brought to you for free and open access by TU Law Digital Commons. It has been accepted for inclusion in Tulsa Journal of Comparative and International Law by an authorized administrator of TU Law Digital Commons. For more information, please contact daniel-bell@utulsa.edu. Recommended Citation Robert Bejesky, Investing in the Dragon: Managing the Patent versus Trade Secret Protection Decision for the Multinational Corporation in China, 11 Tulsa J. Comp. & Int'l L. 437 (2003).","Bejesky et al. as mentioned in this paper presented an analysis of the patent versus trade secret protection decision for the Multinational Corporation in China, which was accepted for inclusion in the Tulsa Journal of Comparative and International Law by an authorized administrator."
"Towards Strategic Intellectual Property Management - Events During the Development: Evidence from Biotech SMEs","https://scispace.com/paper/towards-strategic-intellectual-property-management-events-1x056ejs0n","2006","Proceedings Article","Technology Management for Global Future - PICMET Conference","Frank Tietze
Ove Granstrand
Cornelius Herstatt","10.15480/882.265","","In the emergence of a pro-patent and intellectual capital era the management of Intellectual Property (IP) is currently undergoing major changes. IP management systems are becoming increasingly complex and strategic in handling an integrated portfolio of IPRs and intellectual assets rather than just ""administrating"" patents, trademarks and copyrights as single, independent assets in an operational management way. Our paper analyses the development of IP management in a sample of German and Swedish Dedicated Biotechnology Firms (DBFs) with the main focus on the following two research questions: (1) Which events trigger the development towards a more strategically oriented IP management? (2) Can distinctive stages be identified and characterised in the development of IP management systems? The empirical part of our study draws primarily on 12 personal interviews with leading managers from six larger German and Swedish dedicated biotechnology firms (DBFs) with `rich experience' in IP management that were founded between 1984 and 1997. During our study we found that shifts towards an advanced IP management were triggered by single crucial events (e.g. litigation) or an accumulated sum of incremental events, of either internal or external nature. Up to four different stages of IP management were found throughout the development of the case companies, while six criteria were identified that can be applied to characterize an IP management stage.","In this article, the authors analyzed the development of IP management in a sample of German and Swedish Dedicated Biotechnology Firms (DBFs) with the main focus on the following two research questions: (1) which events trigger the development towards a more strategically oriented IP management? (2) Can distinctive stages be identified and characterised in the development in IP management systems?"
"The Choice between Formal and Informal Intellectual Property: A Literature Review","https://scispace.com/paper/the-choice-between-formal-and-informal-intellectual-property-2vklkj3l1n","2012","Report","Social Science Research Network","Bronwyn H. Hall
Christian Helmers
Christian Helmers
Mark Rogers
Mark Rogers
Vania Sena","10.3386/W17983","https://scispace.com/pdf/the-choice-between-formal-and-informal-intellectual-property-2vklkj3l1n.pdf","We survey the economic literature, both theoretical and empirical, on the choice of intellectual property protection by firms. Our focus is on the tradeoffs between using patents and disclosing versus the use of secrecy, although we also look briefly at the use of other means of formal intellectual property protection.","In this article, the authors survey the economic literature on the tradeoffs between using patents and disclosing versus the use of secrecy, although they also look briefly at other means of formal intellectual property protection."
"The Choice between Formal and Informal Intellectual Property: A Literature Review","https://scispace.com/paper/the-choice-between-formal-and-informal-intellectual-property-109b2us152","2012","Posted Content","Research Papers in Economics","Bronwyn H. Hall
Christian Helmers
Mark Rogers
Vania Sena","","","We survey the economic literature, both theoretical and empirical, on the choice of intellectual property protection by firms. Our focus is on the tradeoffs between using patents and disclosing versus the use of secrecy, although we also look briefly at the use of other means of formal intellectual property protection.","In this paper, the authors survey the economic literature on the tradeoffs between using patents and disclosing versus the use of secrecy, although they also look briefly at other means of formal intellectual property protection."
"Intellectual Property in the Business World: Safeguarding Innovations in Commerce and Management","https://scispace.com/paper/intellectual-property-in-the-business-world-safeguarding-xf0qgs58vf","2022","Journal Article","Journal of Legal Subjects","S. Ramesh","10.55529/jls.21.11.15","","In the contemporary business environment, intellectual property (IP) stands as a critical asset, fostering innovation, protecting creations, and ensuring a competitive advantage. This article explores the multifaceted realm of intellectual property in commerce and management, encompassing patents, trademarks, copyrights, and trade secrets. It highlights the strategic importance of IP in fostering innovation, building brand equity, ensuring market competitiveness, and attracting investment. The article addresses challenges in IP management, such as globalization and emerging technologies, and provides strategies for effective safeguarding, including comprehensive IP strategies, regular audits, strategic partnerships, employee training, and legal counsel. Case studies illustrate successful IP management, while a discussion on the future of IP explores emerging trends. Nurturing innovation and securing longevity, businesses can navigate the intricate IP landscape to remain at the forefront of the evolving business world.","Intellectual property (IP) is crucial for businesses to safeguard innovations, build brand equity, and gain a competitive edge in the global marketplace. It encompasses patents, trademarks, copyrights, and trade secrets. Effective IP management strategies are essential for safeguarding IP assets and ensuring market competitiveness."
"The Choice between Formal and Informal Intellectual Property: A Literature Review","https://scispace.com/paper/the-choice-between-formal-and-informal-intellectual-property-4bi1nv2i5o","2012","Posted Content","National Bureau of Economic Research","Bronwyn H. Hall
Christian Helmers
Mark Rogers
Vania Sena","","","We survey the economic literature, both theoretical and empirical, on the choice of intellectual property protection by firms. Our focus is on the tradeoffs between using patents and disclosing versus the use of secrecy, although we also look briefly at the use of other means of formal intellectual property protection.","In this paper, the authors survey the economic literature on the tradeoffs between using patents and disclosing versus the use of secrecy, although they also look briefly at other means of formal intellectual property protection."
"Intellectual Property Rights in the Corporate World","https://scispace.com/paper/intellectual-property-rights-in-the-corporate-world-dmbgm8lv08vy","2025","Repository","","Kartik Choudhary
Diksha Sethi","10.5281/zenodo.17506584","","&lt;p&gt;&lt;span&gt;In today&rsquo;s globalized economy, Intellectual Property Rights (IPR) have become a central pillar of corporate strategy, innovation, and competitiveness. This paper examines the evolution, purpose, and significance of IPR, focusing primarily on patents and their influence within the corporate sector. It explores the historical progression of patent law, tracing its development from the early legal frameworks to the establishment of India&rsquo;s Patent Act, 1970, and subsequent amendments aligning with international obligations under the TRIPS Agreement. The paper further elaborates on the procedural steps involved in obtaining a patent, emphasizing its role in safeguarding innovation, stimulating research, and supporting industrial development. Through detailed analysis, it highlights how patents have transitioned from mere legal protections to strategic business assets that drive revenue generation, strengthen corporate valuation, and foster collaboration and technological advancement. Moreover, the discussion underscores the impact of patents on economic growth, particularly in developing nations like India, where the balance between innovation and public interest remains crucial. Case studies such as &lt;em&gt;Apple Inc. v. Samsung Electronics Co.&lt;/em&gt; demonstrate how patents function as both defensive and competitive tools in global markets. Overall, this study concludes that the effective management of patents not only secures intellectual assets but also enhances the economic and technological landscape, making them indispensable for modern corporate sustainability and progress.&lt;/span&gt;&lt;/p&gt; ",""
"Trade secret vs patent protection","https://scispace.com/paper/trade-secret-vs-patent-protection-2e7vj3557r","1979","Journal Article","IEEE Transactions on Professional Communication","Thomas M. Noone","10.1109/TPC.1979.6500295","","An invention can be protected by practicing it as a trade secret or by patenting it. The choice between these methods depends on both direct financial rewards and later marketing consequences, and on the nature of the innovation and the dynamics of the relevant technology. Trade secret protection is useful for a process that can be practiced without detection and where a patent would give only limited protection or be difficult or expensive to enforce. Patenting is favored when it is likely that the innovation will be made by others and when there is a larger investment to protect. Further differences, advantages, and disadvantages of these two methods of protection are described.","The choice between these two methods of protection depends on both direct financial rewards and later marketing consequences, and on the nature of the innovation and the dynamics of the relevant technology."
"Protecting Innovation Through Patents and Trade Secrets: Evidence for Firms with a Single Innovation","https://scispace.com/paper/protecting-innovation-through-patents-and-trade-secrets-4a6y0j5it9","2019","Journal Article","International Journal of The Economics of Business","Dirk Crass
Francisco Garcia Valero
Francesco Pitton
Christian Rammer","10.1080/13571516.2019.1553291","","This paper analyzes the use and effectiveness of patents and trade secrets designed to protect innovation. While previous studies have usually considered patents and trade secrets as substitutes fo...","In this paper, the use and effectiveness of patents and trade secrets designed to protect innovation is analyzed and compared with the use of patent applications as substitutes for trade secrets for patent applications."
"The Benefits of Trade Secret Legal Protection: Evidence from Firms’ Cost Structure Decisions","https://scispace.com/paper/the-benefits-of-trade-secret-legal-protection-evidence-from-3inrqxj4","2022","Journal Article","The journal of law, economics, & organization","Feng Gao
Xue Wang
Benda Yin","10.1093/jleo/ewac013","","
 We investigate whether better trade secret legal protection permits a firm to shift resources from protecting trade secrets to expanding its fixed operation capacity, thus reducing cost elasticity. We employ the staggered adoption of the Inevitable Disclosure Doctrine (IDD) by US state courts as a plausibly exogenous shock that improves trade secret legal protection. We find a reduction, on average, in cost elasticity in firms headquartered in the IDD recognition states relative to those in non-affected states. This change in cost structure is concentrated in firms with trade secrets. These results highlight that the optimal choice of fixed resources is affected by the extent of trade secret protection. Further, we find that firm value is higher for trade secret firms after the IDD adoption. Overall, our empirical evidence suggests that trade secret legal protection is beneficial for firms with trade secrets. ","In this article , the authors investigate whether better trade secret legal protection permits a firm to shift resources from protecting trade secrets to expanding its fixed operation capacity, thus reducing cost elasticity."
"Trade Secret vs Patent Protection","https://scispace.com/paper/trade-secret-vs-patent-protection-59z1825cek","1978","Journal Article","Research management","Thomas M. Noone","10.1080/00345334.1978.11756477","","An invention can be protected by practicing it as a trade secret or by patenting it. The choice between these methods depends on both direct financial rewards and later marketing consequences, and on the nature of the innovation and the dynamics of the relevant technology. Trade secret protection is useful for a process that can be practiced without detection and where a patent would give only limited protection or be difficult or expensive to enforce. Patenting is favored when it is likely that the innovation will be made by others and when there is a larger investment to protect. Further differences, advantages, and disadvantages of these two methods of protection are described.","In this article, the authors compare patenting and trade secret protection for a process that can be practiced without detection and where a patent would give only limited protection or be difficult or expensive to enforce."
"Portfolios, pools and public intervention—IP strategies for a greener future?","https://scispace.com/paper/portfolios-pools-and-public-intervention-ip-strategies-for-a-38ctj4vfhip2","2024","Journal Article","Journal of Intellectual Property Law & Practice","Alex Mocanu","10.1093/jiplp/jpae088","","Abstract The Paris Agreement 2015 recognizes the importance of technology in addressing the threat of climate change. Article 10 specifically states that: ‘[a]ccelerating encouraging and enabling innovation is critical for an effective, long-term global response to climate change.’ However, what the Agreement fails to consider is how to resolve the tension between intellectual property rights, technology transfer and climate change. Renewable firms are facing growing pressure to develop and ensure transfer of green technology on a global scale—but at what cost to their IP rights? This article analyses whether renewable firms will rely on either patents or trade secrecy as the primary means of IP protection. We argue that patents will remain the central form of IP protection due to their strategic application: (i) to settle disputes via licensing agreements and (ii) to control technology development in the standardization process. Patents, via the mechanism of patent pools, provide the perfect balance between addressing the global public interest in tackling climate change and protecting private proprietary rights. ","This article examines the tension between intellectual property rights and climate change, arguing that patents will remain the primary means of IP protection for renewable firms due to their strategic application in licensing agreements and standardization processes."
"The Choice between Formal and Informal Intellectual Property: A Review","https://scispace.com/paper/the-choice-between-formal-and-informal-intellectual-property-3zoj8y2ej5","2014","Journal Article","Journal of Economic Literature","Bronwyn H. Hall
Christian Helmers
Mark Rogers
Vania Sena","10.1257/JEL.52.2.375","https://scispace.com/pdf/the-choice-between-formal-and-informal-intellectual-property-3zoj8y2ej5.pdf","We survey the economic literature, both theoretical and empirical, on the choice of intellectual property protection by firms. Our focus is on the trade-offs between using patents and disclosing versus the use of secrecy, although we also look briefly at the use of other means of formal intellectual property protection.","In this paper, the authors survey the economic literature on the trade-offs between using patents and disclosing versus the use of secrecy, although they also look briefly at other means of formal intellectual property protection."
